Array Design Name	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Comment[AdditionalFile:CDF]	HG-U133B.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-34
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Protein	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-34_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[blocks]	Composite Element Database Entry[entrez_protein]	Composite Element Database Entry[scop]	Composite Element Database Entry[refseq]	Composite Element Database Entry[pfam]	Composite Element Database Entry[omim]	Composite Element Database Entry[unigene]	Composite Element Database Entry[locus]	Composite Element Database Entry[interpro]	Composite Element Database Entry[swall]	Composite Element Database Entry[kegg]	Composite Element Database Entry[ec]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
243347_at	AW003107	243347_at																
243348_at	T90348	243348_at								Hs.183404								
243349_at	AI672868	243349_at	ENSG00000116299							Hs.104696	57535		Q8N1G3					
243350_at	BE675229	243350_at								Hs.275804								
243351_at	AL578526	243351_at								Hs.199630								
243352_at	AA521086	243352_at								Hs.193671								
243353_at	AA001364	243353_at								Hs.424932								
243354_at	AI027184	243354_at								Hs.200918								
243355_at	AI001788	rc_AI009682_s_at	ENSG00000115866	IPB002106	4557513	d1eova2	NM_001349	tRNA_anti	603084	Hs.125453	1615	IPR004365	P14868	MAP00970	6.1.1.12			
243356_at	N34972	243356_at								Hs.233461								
243357_at	AA115106	243357_at								Hs.299916			Q8NAQ3					
243358_at	BF347362	243358_at			18602411		NM_152452			Hs.104679	145815		Q96FP4					
243359_at	AI701857	243359_at								Hs.202388								
243360_at	AL138240	243360_at								Hs.355271								
243361_at	N51597	243361_at								Hs.269674								
243362_s_at	AA992805	1421299_a_at	ENSG00000138795		126153	d2lefa_	NM_016269	HMG_box	153245	Hs.44865	51176	IPR000910	Q8WUE9					
243363_at	AA992805	x58636_s_at	ENSG00000138795		7705917	d2lefa_	NM_016269	HMG_box	153245	Hs.44865	51176	IPR000910	Q8WUE9					
243364_at	AI417756	243364_at	ENSG00000158321	IPB001359	20521055		NM_015570		607270	Hs.32168	26053		Q8WXX7					
243365_s_at	AI417756	243365_s_at	ENSG00000158321	IPB001359	17864090		NM_015570		607270	Hs.32168	26053		Q8WXX7					
243366_s_at	AI936034	95292_at	ENSG00000115232	PR00718	903744	d1jv2a1	NM_000885	integrin_A	192975	Hs.40034	3676	IPR000413	CAD53328		3.1.4.50			
243367_at	AI018561	243367_at																
243368_at	AI572938	243368_at																
243369_at	AI554062	243369_at								Hs.125456								
243370_at	AA642143	243370_at								Hs.145674								
243371_at	W81117	243371_at								Hs.58471								
243372_at	AW674195	243372_at								Hs.331803								
243373_at	BE671462	243373_at								Hs.201340								
243374_x_at	AW452674	243374_x_at								Hs.129302								
243375_at	AI742685	243375_at								Hs.210347								
243376_at	BF224436	243376_at								Hs.123294								
243377_at	AA521427	243377_at	ENSG00000095756	PR00597	23346601	d1svy__	NM_021738	VHP	604126	Hs.154567	6840	IPR001974	O60612					
243378_at	BE673747	243378_at								Hs.255056								
243379_at	AI733037	243379_at								Hs.129990								
243380_at	AI703164	243380_at								Hs.127877								
243381_at	BE671658	243381_at								Hs.255515								
243382_at	AW663049	243382_at								Hs.371885								
243383_at	AI334358	243383_at								Hs.124597								
243384_at	AW072454	243384_at								Hs.370575								
243385_at	AA290605	243385_at								Hs.190002								
243386_at	AI085338	243386_at								Hs.161049								
243387_at	BF514903	243387_at								Hs.143615								
243388_at	AI308176	243388_at								Hs.65636								
243389_at	AW663570	243389_at								Hs.259445								
243390_at	AI732291	243390_at								Hs.194096								
243391_x_at	AW973183	243391_x_at																
243392_at	BF727345	243392_at			21361749		NM_018561	zf-UBP		Hs.93796	25862	IPR001607	Q9Y429		2.4.2.29			
243393_at	AW450577	243393_at								Hs.375568								
243394_at	AW139171	243394_at								Hs.246818								
243395_at	AI679555	243395_at								Hs.201372								
243396_at	H24375	243396_at								Hs.6656								
243397_at	AI912699	243397_at								Hs.213735								
243398_at	AL134012	243398_at								Hs.372938								
243399_at	AA835983	243399_at								Hs.16587								
243400_x_at	AA779224	u29173_s_at	ENSG00000111321	IPB000885	7549775	d1jmab1	NM_002342	TNFR_c6	600979	Hs.1116	4055	IPR001368	P36941					
243401_at	AA806070	243401_at																
243402_at	AA906363	243402_at								Hs.184185			Q8N5R8					
243403_x_at	R28370	243403_x_at								Hs.352371								
243404_at	AA553477	243404_at																
243405_at	AI097337	243405_at								Hs.386448								
243406_at	BF510890	243406_at								Hs.130507								
243407_at	BG257097	243407_at								Hs.406037								
243408_at	AI252664	243408_at								Hs.145224								
243409_at	AI005407	243409_at								Hs.130645								
243410_at	AI340002	243410_at								Hs.149723								
243411_at	AI424415	243411_at								Hs.143719								
243412_at	AW182342	243412_at								Hs.136941								
243413_at	AW117691	243413_at			18550554		NM_152517	TPR		Hs.224517	150737	IPR001440	Q9D2H0					
243414_at	H62221	243414_at								Hs.174159								
243415_at	AI276132	243415_at								Hs.372373								
243416_at	W23691	243416_at								Hs.143446								
243417_at	AA704162	243417_at								Hs.95612								
243418_at	AI590198	243418_at																
243419_at	AA663093	243419_at								Hs.380422								
243420_at	BF516607	243420_at								Hs.240097								
243421_at	AI492860	243421_at								Hs.276904								
243422_at	BF509022	243422_at								Hs.417996								
243423_at	AF150368	243423_at								Hs.205098								
243424_at	AI573283	243424_at								Hs.38458								
243425_at	AI393452	243425_at								Hs.368927								
243426_at	BF592123	243426_at			18589314		NM_152471			Hs.350549	147525		Q96FQ7					
243427_at	BF515751	243427_at								Hs.297933								
243428_at	AW613101	243428_at								Hs.165469								
243429_at	BE645588	243429_at								Hs.130652								
243430_at	AI480182	rc_AI112194_at	ENSG00000063015							Hs.21837	124925	IPR000859	Q8TD25					
243431_at	BF000597	243431_at								Hs.256974								
243432_at	BF114921	243432_at								Hs.296326								
243433_at	AI498421	243433_at								Hs.315562								
243434_at	BE674989	243434_at								Hs.111989								
243435_at	AI023707	243435_at								Hs.134273								
243436_at	AA954997	243436_at								Hs.127366								
243437_at	N75454	243437_at	ENSG00000169264		22208850		NM_024523	GRIP	607418	Hs.4783	79571	IPR005613	Q9H6N7				Q27480	
243438_at	BE968570	243438_at								Hs.202508								
243439_at	AI971569	243439_at	ENSG00000171628							Hs.233421	147686	IPR000822	Q8TF45					
243440_at	BF196234	243440_at								Hs.432524								
243441_at	AI738422	243441_at								Hs.14691								
243442_x_at	AI732221	243442_x_at								Hs.193988								
243443_at	AI076511	243443_at								Hs.398083								
243444_at	AI221894	243444_at								Hs.39311								
243445_at	AI767962	243445_at								Hs.144473								
243446_at	BE466527	243446_at	ENSG00000070182	IPB002017	338441	d1cuna1	NM_000347	spectrin	182870	Hs.47431	6710	IPR001849	P11277					
243447_at	AI051185	243447_at								Hs.109514								
243448_at	AI208791	243448_at								Hs.143939								
243449_at	H95354	243449_at								Hs.56801								
243450_at	T40707	243450_at																
243451_at	AI076508	243451_at								Hs.54056								
243452_at	BE895304	243452_at								Hs.329324								
243453_at	AI806927	243453_at								Hs.255058								
243454_at	AW207866	243454_at								Hs.148474								
243455_at	AW207738	243455_at								Hs.231946								
243456_at	AW182291	243456_at								Hs.9965								
243457_s_at	AW182291	243457_s_at	ENSG00000149050	IPB001275	9502404		NM_013249	zf-C2H2	605015	Hs.9965		IPR000822	Q9UL59					
243458_at	AA968473	243458_at								Hs.372262								
243459_x_at	AW300077	243459_x_at								Hs.221358								
243460_at	AW445200	243460_at								Hs.257082								
243461_at	BF590303	243461_at								Hs.266619								
243462_s_at	BF590303	243462_s_at								Hs.266619								
243463_s_at	AA417878	243463_s_at								Hs.114779								
243464_at	AI057205	243464_at								Hs.14584								
243465_at	AI033097	243465_at								Hs.120946								
243466_at	T79639	243466_at								Hs.14629								
243467_at	AW406163	243467_at								Hs.191782								
243468_at	AI015955	243468_at	ENSG00000171053		20885342		NM_138294		606861	Hs.148565	160065	IPR001211	Q8WXA2					
243469_at	AI022066	243469_at								Hs.372209								
243470_at	AW206536	243470_at								Hs.196461								
243471_at	AI215483	243471_at								Hs.143963								
243472_at	AW295584	243472_at								Hs.24222								
243473_at	BF111990	243473_at								Hs.390256								
243474_at	W87425	243474_at								Hs.114688								
243475_at	AW502463	243475_at								Hs.196521								
243476_at	AA921778	243476_at								Hs.113577								
243477_at	AI027990	243477_at								Hs.432407								
243478_at	AI184810	243478_at								Hs.143813								
243479_at	H69055	243479_at								Hs.35758								
243480_at	AI806591	243480_at								Hs.368941								
243481_at	AA181207	243481_at	ENSG00000126785	IPB002041	16903164	d2ngra_	NM_020663	ras		Hs.243010	57381	IPR003578	Q8TAU9					
243482_at	BF512299	243482_at								Hs.195361								
243483_at	AI272941	243483_at	ENSG00000144481		21361691		NM_024080	ion_trans	606678	Hs.366053	79054	IPR005821	Q8TDX8					
243484_x_at	AA404260	243484_x_at	ENSG00000162555							Hs.4236	9923	IPR000822	BAA32323					
243485_at	AA968471	243485_at								Hs.127864								
243486_at	AA779338	243486_at								Hs.122523								
243487_at	AV652437	95888_at			7656879		NM_014423		604417	Hs.231967	27125		Q8TAX5					
243488_at	BF223653	243488_at								Hs.18861								
243489_at	BF514098	rc_AI137331_at	ENSG00000067900	IPB002219	3628755	d1cdka_	NM_005406	pkinase	601702	Hs.17820	6093	IPR002290	Q9H378		2.7.1.38	DM	Q27480	
243490_at	AW590540	243490_at								Hs.271280								
243491_at	AW993257	243491_at								Hs.156256								
243492_at	AW972653	243492_at	ENSG00000159445	IPB002590	20874686		NM_053055		606388	Hs.293691	117145		Q96KR2					
243493_at	T97977	243493_at								Hs.60260								
243494_at	AI204633	243494_at								Hs.147352								
243495_s_at	AL036450	243495_s_at								Hs.26370								
243496_at	AW367507	243496_at								Hs.427524								
243497_at	AI655229	243497_at								Hs.196011								
243498_at	AW629036	243498_at								Hs.259290								
243499_at	BF061976	243499_at								Hs.148222								
243500_at	AI697668	243500_at								Hs.202241								
243501_at	BF002823	243501_at								Hs.191834								
243502_at	BF035598	243502_at								Hs.43761								
243503_at	AI632740	243503_at								Hs.10476								
243504_at	AW975272	243504_at								Hs.293700								
243505_at	AI937121	243505_at								Hs.405793								
243506_at	BE043095	243506_at								Hs.257204								
243507_s_at	AV715251	169446_at			23273507		NM_152504			Hs.381358	149840		Q96LU1					
243508_at	AV715251	169446_at			23273507		NM_152504			Hs.381358	149840		Q96LU1					
243509_at	AI475680	243509_at								Hs.105676								
243510_at	AI273692	243510_at								Hs.110470								
243511_at	AI652277	243511_at								Hs.343015								
243512_x_at	H93043	243512_x_at								Hs.107070								
243513_at	AA971848	243513_at								Hs.128149								
243514_at	AI475902	243514_at	ENSG00000139668	IPB001680	16418439		NM_052950	WD40		Hs.16400	115825	IPR000345	Q9UI50					
243515_at	AI740589	243515_at								Hs.87279								
243516_at	BE670551	243516_at								Hs.279641								
243517_at	AW207824	243517_at								Hs.389991								
243518_at	BF195614	243518_at								Hs.289797								
243519_at	BF591310	1426881_at	ENSG00000009335	IPB000569	7661856		NM_014671	IQ		Hs.155287	9690	IPR000569	Q96CR4					
243520_x_at	AI214466	243520_x_at	ENSG00000134249	IPB002870	11497609	d1quaa_	NM_021794	Pep_M12B_propep	604779	Hs.283011	11085	IPR002870	Q8TBZ7		3.4.24.73			
243521_at	AW590862	243521_at								Hs.224455								
243522_at	AI935054	243522_at								Hs.370417								
243523_at	BF509140	243523_at								Hs.244616								
243524_at	AI571719	243524_at								Hs.153800								
243525_at	AA808051	243525_at								Hs.370946								
243526_at	AI968904	243526_at								Hs.174373								
243527_at	AW793677	243527_at								Hs.190334								
243528_at	AW014108	243528_at			5689533		NM_015066	zf-C3HC4		Hs.137732	23087	IPR003877	Q8WVA4					
243529_at	BE542381	Msa.25724.0_s_at			14318634	d1f4la1	NM_138395	tRNA-synt_1		Hs.116602	92935	IPR002300	Q96GW9		6.1.1.10			
243530_at	AA262691	243530_at								Hs.129302								
243531_at	AI677888	243531_at								Hs.389624								
243532_at	AA810788	243532_at								Hs.123337								
243533_x_at	H09663	243533_x_at								Hs.106490								
243534_at	AA877128	243534_at								Hs.112971								
243535_at	BF110980	243535_at								Hs.288268								
243536_x_at	AI972838	243536_x_at	ENSG00000159314							Hs.205326		IPR001452	Q8WY58					
243537_at	AW978350	243537_at								Hs.191284			Q9H8K0					
243538_at	AA738314	243538_at								Hs.5840								
243539_at	AI560205	1428652_at								Hs.260287	84542		O95074					
243540_at	AA156720	243540_at																
243541_at	AI123586	243541_at								Hs.55378								
243542_at	BF445273	243542_at								Hs.112916								
243543_at	BF508288	243543_at								Hs.105269								
243544_at	AV649322	243544_at		IPB001625	4501931	d1ht0a2	NM_000668	adh_zinc	103720	Hs.4	125	IPR002328	AAH33009	MAP00561	1.6.5.5			
243545_at	BF433221	243545_at								Hs.201789								
243546_at	BF514585	243546_at								Hs.271552								
243547_at	BE176531	243547_at								Hs.328688			Q8N8D4					
243548_x_at	R39274	243548_x_at								Hs.387295								
243549_at	AI689956	243549_at								Hs.270453								
243550_at	AA564788	243550_at								Hs.293332								
243551_at	AI990495	243551_at								Hs.126809								
243552_at	AW008914	243552_at								Hs.214013								
243553_x_at	R59353	D32080_at	ENSG00000006638	IPB000276	4507381		NM_001060	7tm_1	188070	Hs.89887	6915	IPR000276	P21731					GPCR:TA2R_BOVIN
243554_at	AI198562	243554_at								Hs.147950								
243555_at	AA573452	243555_at								Hs.150941								
243556_at	R89026	rc_AI112618_at							605991	Hs.237517	25791	IPR000219	Q9NQD6					
243557_at	AA769450	243557_at								Hs.293582								
243558_at	AI040122	243558_at								Hs.44392								
243559_at	BF515306	243559_at								Hs.190055								
243560_at	BF886735	243560_at								Hs.389134								
243561_at	AA651631	243561_at								Hs.291015								
243562_at	BE326951	171303_at	ENSG00000113889	IPB000010	4504893	d1g96a_	NM_000893	cystatin	228960	Hs.77741	3827	IPR002395	P01042					
243563_at	AI277314	243563_at								Hs.146054								
243564_at	BE784669	243564_at								Hs.148334								
243565_at	AW470511	243565_at																
243566_at	AI733468	243566_at								Hs.131188								
243567_at	BF057569	243567_at								Hs.354513								
243568_at	T62205	243568_at								Hs.194233								
243569_at	AI478174	1453031_at			22051947		NM_153217			Hs.131190	134288		Q9DCX7					
243570_at	AA921960	243570_at								Hs.87095								
243571_at	AA758032	243571_at								Hs.116186								
243572_at	BF591684	243572_at								Hs.276626								
243573_at	AA648962	243573_at								Hs.152947								
243574_at	BE674276	243574_at								Hs.22620								
243575_at	AI272825	243575_at								Hs.167885								
243576_at	BF732484	243576_at								Hs.297628								
243577_at	AA643238	243577_at								Hs.146144								
243578_at	AW293956	243578_at								Hs.221776								
243579_at	BF029215	165049_r_at		IPB002004	21752839	d1hd1a_	NM_170721	rrm		Hs.103512	124540	IPR000504	Q8N9T4					
243580_at	BG537516	M80631_s_at	ENSG00000156049	IPB000251	585174	d1cipa2	NM_004297	G-alpha	604397	Hs.50612	9630	IPR000654	AAM12617					
243581_at	AW117229	243581_at	ENSG00000171733							Hs.169855		IPR003186	Q8WVF4					
243582_at	AW082633	243582_at			22749147	d1shfa_	NM_152550	zf-C3HC4		Hs.144658	153769	IPR001452	Q96LP8					
243583_at	AI076315	243583_at								Hs.16359								
243584_at	AW976035	243584_at								Hs.432336								
243585_at	AW444437	243585_at								Hs.256972								
243586_at	AA707317	243586_at								Hs.117545								
243587_x_at	R93142	243587_x_at								Hs.298163								
243588_at	N74058	243588_at								Hs.50426								
243589_at	AI823453	166701_at	ENSG00000120071							Hs.43141	25905		Q9UFT0					
243590_at	AA860184	243590_at								Hs.78106		IPR003607	O95263					
243591_at	AI887749	243591_at								Hs.293662								
243592_at	W87784	243592_at	ENSG00000135945	IPB001126	7706681	d1im4a_	NM_016316	IMS	606134	Hs.110347	51455	IPR001357	Q9C0J4					
243593_s_at	BF003018	243593_s_at								Hs.127040								
243594_x_at	AA553722	243594_x_at								Hs.194346	84501	IPR006058	Q9UI50					
243595_at	AI589280	243595_at								Hs.255531								
243596_at	AW182696	243596_at								Hs.249344								
243597_at	BE550133	243597_at			22057579	d1k5ja_	NM_152633			Hs.277254	170079		Q8NB91					
243598_at	AI393727	243598_at								Hs.144802								
243599_at	AA418878	243599_at								Hs.188768								
243600_at	AI762293	243600_at								Hs.370411								
243601_at	AA744124	243601_at								Hs.298296								
243602_at	AI684979	243602_at								Hs.369380								
243603_at	AI973041	243603_at	ENSG00000112658	IPB002889	4507205	d1srsa_	NM_003131	SRF-TF	600589	Hs.155321	6722	IPR002100	P11831					
243604_at	AI018796	243604_at								Hs.131244								
243605_at	AW627671	243605_at								Hs.135338								
243606_at	BE883167	243606_at								Hs.33410								
243607_at	AI694327	243607_at								Hs.47189								
243608_at	AI218945	243608_at								Hs.226925								
243609_at	AV692280	243609_at								Hs.308638								
243610_at	AI768674	243610_at								Hs.98246			Q9CQC3					
243611_at	BG231646	243611_at	ENSG00000133808	IPB003036	20843025		NM_032867			Hs.187055	84953		Q96JU6					
243612_at	AL526448	1420882_a_at	ENSG00000165671	IPB002857	19923586		NM_172349	SET	606681	Hs.99010	64324	IPR003616	Q96MN8					
243613_at	AW136535	243613_at			7512850		NM_144973	DENN		Hs.146245	160518	IPR005113	Q8WUC8					
243614_s_at	AW138125	aa032881_s_at	ENSG00000161270	IPB002872	6649585		NM_021232	Pro_dh		Hs.128834	58510	IPR002872	Q9UF12					
243615_at	H17132	243615_at								Hs.27085								
243616_at	AA677428	243616_at								Hs.189731								
243617_at	BF678830	rc_AI172064_at	ENSG00000100097	IPB001079	4504981	d1qmja_	NM_002305	Gal-bind_lectin	150570	Hs.382367	3956	IPR001079	Q15954					
243618_s_at	BF678830	x66532_f_at	ENSG00000100097	IPB001079	4504981	d1qmja_	NM_002305	Gal-bind_lectin	150570	Hs.382367	3956	IPR001079	Q15954					
243619_at	R91766	aa410033_rc_at			14760692		NM_015633			Hs.406184	26127		Q9NVK5					
